"date","rank","song","artist","weeks-on-board"
1960-08-15,1,"It's Now Or Never","Elvis Presley With The Jordanaires",5
1960-08-08,1,"Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini","Brian Hyland",6
1960-08-01,1,"I'm Sorry","Brenda Lee",10
1960-07-25,1,"I'm Sorry","Brenda Lee",9
1960-07-18,1,"I'm Sorry","Brenda Lee",8
1960-07-11,1,"Alley-Oop","Hollywood Argyles",7
1960-07-04,1,"Everybody's Somebody's Fool","Connie Francis",9
1960-06-27,1,"Everybody's Somebody's Fool","Connie Francis",8
1960-06-20,1,"Cathy's Clown","The Everly Brothers",10
1960-06-13,1,"Cathy's Clown","The Everly Brothers",9
1960-06-06,1,"Cathy's Clown","The Everly Brothers",8
1960-05-30,1,"Cathy's Clown","The Everly Brothers",7
1960-05-23,1,"Cathy's Clown","The Everly Brothers",6
1960-05-16,1,"Stuck On You","Elvis Presley With The Jordanaires",7
1960-05-09,1,"Stuck On You","Elvis Presley With The Jordanaires",6
1960-05-02,1,"Stuck On You","Elvis Presley With The Jordanaires",5
1960-04-25,1,"Stuck On You","Elvis Presley With The Jordanaires",4
1960-04-18,1,"The Theme From ""A Summer Place""","Percy Faith And His Orchestra",15
1960-04-11,1,"The Theme From ""A Summer Place""","Percy Faith And His Orchestra",14
1960-04-04,1,"The Theme From ""A Summer Place""","Percy Faith And His Orchestra",13
1960-03-28,1,"The Theme From ""A Summer Place""","Percy Faith And His Orchestra",12
1960-03-21,1,"The Theme From ""A Summer Place""","Percy Faith And His Orchestra",11
1960-03-14,1,"The Theme From ""A Summer Place""","Percy Faith And His Orchestra",10
1960-03-07,1,"The Theme From ""A Summer Place""","Percy Faith And His Orchestra",9
1960-02-29,1,"The Theme From ""A Summer Place""","Percy Faith And His Orchestra",8
1960-02-22,1,"The Theme From ""A Summer Place""","Percy Faith And His Orchestra",7
1960-02-15,1,"Teen Angel","Mark Dinning",9
1960-02-08,1,"Teen Angel","Mark Dinning",8
1960-02-01,1,"Running Bear","Johnny Preston",16
1960-01-25,1,"Running Bear","Johnny Preston",15
1960-01-18,1,"Running Bear","Johnny Preston",14
1960-01-11,1,"El Paso","Marty Robbins",10
1960-01-04,1,"El Paso","Marty Robbins",9
1959-12-28,1,"Why","Frankie Avalon",6
1959-12-21,1,"Heartaches By The Number","Guy Mitchell",12
1959-12-14,1,"Heartaches By The Number","Guy Mitchell",11
1959-12-07,1,"Mack The Knife","Bobby Darin",16
1959-11-30,1,"Mack The Knife","Bobby Darin",15
1959-11-23,1,"Mack The Knife","Bobby Darin",14
1959-11-16,1,"Mr. Blue","The Fleetwoods",11
1959-11-09,1,"Mack The Knife","Bobby Darin",12
1959-11-02,1,"Mack The Knife","Bobby Darin",11
1959-10-26,1,"Mack The Knife","Bobby Darin",10
1959-10-19,1,"Mack The Knife","Bobby Darin",9
1959-10-12,1,"Mack The Knife","Bobby Darin",8
1959-10-05,1,"Mack The Knife","Bobby Darin",7
1959-09-28,1,"Sleep Walk","Santo & Johnny",10
1959-09-21,1,"Sleep Walk","Santo & Johnny",9
1959-09-14,1,"The Three Bells","The Browns",8
1959-09-07,1,"The Three Bells","The Browns",7
1959-08-31,1,"The Three Bells","The Browns",6
1959-08-24,1,"The Three Bells","The Browns",5
1959-08-17,1,"A Big Hunk O' Love","Elvis Presley With The Jordanaires",7
1959-08-10,1,"A Big Hunk O' Love","Elvis Presley With The Jordanaires",6
1959-08-03,1,"Lonely Boy","Paul Anka",10
1959-07-27,1,"Lonely Boy","Paul Anka",9
1959-07-20,1,"Lonely Boy","Paul Anka",8
1959-07-13,1,"Lonely Boy","Paul Anka",7
1959-07-06,1,"The Battle Of New Orleans","Johnny Horton",11
1959-06-29,1,"The Battle Of New Orleans","Johnny Horton",10
1959-06-22,1,"The Battle Of New Orleans","Johnny Horton",9
1959-06-15,1,"The Battle Of New Orleans","Johnny Horton",8
1959-06-08,1,"The Battle Of New Orleans","Johnny Horton",7
1959-06-01,1,"The Battle Of New Orleans","Johnny Horton",6
1959-05-25,1,"Kansas City","Wilbert Harrison",7
1959-05-18,1,"Kansas City","Wilbert Harrison",6
1959-05-11,1,"The Happy Organ","Dave ""Baby"" Cortez",9
1959-05-04,1,"Come Softly To Me","The Fleetwoods",9
1959-04-27,1,"Come Softly To Me","The Fleetwoods",8
1959-04-20,1,"Come Softly To Me","The Fleetwoods",7
1959-04-13,1,"Come Softly To Me","The Fleetwoods",6
1959-04-06,1,"Venus","Frankie Avalon",9
1959-03-30,1,"Venus","Frankie Avalon",8
1959-03-23,1,"Venus","Frankie Avalon",7
1959-03-16,1,"Venus","Frankie Avalon",6
1959-03-09,1,"Venus","Frankie Avalon",5
1959-03-02,1,"Stagger Lee","Lloyd Price",13
1959-02-23,1,"Stagger Lee","Lloyd Price",12
1959-02-16,1,"Stagger Lee","Lloyd Price",11
1959-02-09,1,"Stagger Lee","Lloyd Price",10
1959-02-02,1,"Smoke Gets In Your Eyes","The Platters",12
1959-01-26,1,"Smoke Gets In Your Eyes","The Platters",11
1959-01-19,1,"Smoke Gets In Your Eyes","The Platters",10
1959-01-12,1,"The Chipmunk Song","The Chipmunks With David Seville",7
1959-01-05,1,"The Chipmunk Song","The Chipmunks With David Seville",6
1958-12-29,1,"The Chipmunk Song","The Chipmunks With David Seville",5
1958-12-22,1,"The Chipmunk Song","The Chipmunks With David Seville",4
1958-12-15,1,"To Know Him, Is To Love Him","The Teddy Bears",13
1958-12-08,1,"To Know Him, Is To Love Him","The Teddy Bears",12
1958-12-01,1,"To Know Him, Is To Love Him","The Teddy Bears",11
1958-11-24,1,"It's Only Make Believe","Conway Twitty",11
1958-11-17,1,"Tom Dooley","The Kingston Trio",8
1958-11-10,1,"It's Only Make Believe","Conway Twitty",9
1958-11-03,1,"It's All In The Game","Tommy Edwards",12
1958-10-27,1,"It's All In The Game","Tommy Edwards",11
1958-10-20,1,"It's All In The Game","Tommy Edwards",10
1958-10-13,1,"It's All In The Game","Tommy Edwards",9
1958-10-06,1,"It's All In The Game","Tommy Edwards",8
1958-09-29,1,"It's All In The Game","Tommy Edwards",7
1958-09-22,1,"Nel Blu Dipinto Di Blu (Volaré)","Domenico Modugno",8
1958-09-15,1,"Nel Blu Dipinto Di Blu (Volaré)","Domenico Modugno",7
1958-09-08,1,"Nel Blu Dipinto Di Blu (Volaré)","Domenico Modugno",6
1958-09-01,1,"Nel Blu Dipinto Di Blu (Volaré)","Domenico Modugno",5
1958-08-25,1,"Little Star","The Elegants",4
1958-08-18,1,"Nel Blu Dipinto Di Blu (Volaré)","Domenico Modugno",3
1958-08-11,1,"Poor Little Fool","Ricky Nelson",2
1958-08-04,1,"Poor Little Fool","Ricky Nelson",1
